Time,Moist10cm,Temp10cm,EC10cm,Moist40cm,Temp40cm,EC40cm,Moist70cm,Temp70cm,EC70cm
2017/04/21 16:10,0.240,21.7,0.02,0.300,17.4,0.03,0.372,14.8,0.33
2017/04/21 16:20,0.240,21.8,0.02,0.299,17.4,0.03,0.372,14.8,0.33
2017/04/21 16:30,0.240,21.9,0.02,0.299,17.4,0.03,0.371,14.8,0.33
2017/04/21 16:40,0.240,22.0,0.02,0.299,17.4,0.03,0.372,14.8,0.33
2017/04/21 16:50,0.240,22.0,0.02,0.299,17.4,0.03,0.372,14.8,0.33
2017/04/21 17:00,0.240,22.1,0.02,0.300,17.4,0.03,0.371,14.8,0.33
2017/04/21 17:10,0.240,22.2,0.01,0.299,17.4,0.03,0.371,14.8,0.33
2017/04/21 17:20,0.240,22.2,0.02,0.300,17.4,0.03,0.372,14.8,0.33
2017/04/21 17:30,0.240,22.3,0.02,0.299,17.4,0.03,0.371,14.8,0.33
2017/04/21 17:40,0.240,22.4,0.02,0.299,17.3,0.03,0.371,14.8,0.33
2017/04/21 17:50,0.240,22.4,0.01,0.299,17.3,0.03,0.371,14.8,0.33
2017/04/21 18:00,0.239,22.4,0.01,0.299,17.3,0.03,0.371,14.8,0.33
2017/04/21 18:10,0.239,22.5,0.01,0.300,17.3,0.03,0.371,14.8,0.33
2017/04/21 18:20,0.239,22.5,0.01,0.299,17.3,0.03,0.371,14.8,0.33
2017/04/21 18:30,0.239,22.5,0.01,0.299,17.3,0.03,0.371,14.8,0.33
2017/04/21 18:40,0.239,22.5,0.01,0.299,17.3,0.03,0.371,14.8,0.33
2017/04/21 18:50,0.239,22.5,0.01,0.299,17.3,0.03,0.371,14.8,0.33
2017/04/21 19:00,0.239,22.5,0.01,0.299,17.3,0.03,0.371,14.8,0.33
2017/04/21 19:10,0.239,22.5,0.02,0.299,17.3,0.03,0.371,14.8,0.33
2017/04/21 19:20,0.239,22.5,0.01,0.299,17.3,0.03,0.371,14.8,0.33
2017/04/21 19:30,0.239,22.5,0.01,0.299,17.3,0.03,0.371,14.8,0.33
2017/04/21 19:40,0.239,22.4,0.01,0.299,17.3,0.03,0.371,14.8,0.33
2017/04/21 19:50,0.239,22.4,0.02,0.299,17.3,0.03,0.371,14.8,0.33
2017/04/21 20:00,0.239,22.4,0.02,0.299,17.3,0.03,0.371,14.8,0.33
2017/04/21 20:10,0.239,22.3,0.02,0.299,17.3,0.03,0.371,14.8,0.33
2017/04/21 20:20,0.239,22.3,0.02,0.299,17.3,0.03,0.372,14.8,0.33
2017/04/21 20:30,0.239,22.2,0.02,0.299,17.3,0.03,0.372,14.8,0.33
2017/04/21 20:40,0.239,22.2,0.01,0.299,17.3,0.03,0.371,14.8,0.33
2017/04/21 20:50,0.239,22.1,0.02,0.299,17.3,0.03,0.371,14.8,0.33
2017/04/21 21:00,0.239,22.1,0.01,0.299,17.3,0.03,0.371,14.8,0.33
2017/04/21 21:10,0.239,22.0,0.02,0.299,17.4,0.03,0.371,14.8,0.33
2017/04/21 21:20,0.239,21.9,0.01,0.299,17.4,0.03,0.371,14.8,0.33
2017/04/21 21:30,0.239,21.9,0.02,0.299,17.4,0.03,0.371,14.8,0.33
2017/04/21 21:40,0.238,21.8,0.02,0.299,17.4,0.03,0.371,14.8,0.33
2017/04/21 21:50,0.238,21.8,0.01,0.299,17.4,0.03,0.371,14.8,0.33
2017/04/21 22:00,0.238,21.7,0.02,0.299,17.4,0.03,0.371,14.8,0.33
2017/04/21 22:10,0.238,21.6,0.01,0.299,17.4,0.03,0.372,14.8,0.33
2017/04/21 22:20,0.238,21.5,0.01,0.299,17.4,0.04,0.371,14.8,0.33
2017/04/21 22:30,0.238,21.5,0.01,0.299,17.4,0.03,0.371,14.8,0.33
2017/04/21 22:40,0.238,21.4,0.02,0.299,17.4,0.03,0.371,14.8,0.33
2017/04/21 22:50,0.238,21.3,0.02,0.299,17.4,0.03,0.371,14.8,0.33
2017/04/21 23:00,0.238,21.2,0.02,0.299,17.4,0.03,0.371,14.8,0.33
2017/04/21 23:10,0.238,21.2,0.02,0.299,17.4,0.03,0.371,14.8,0.33
2017/04/21 23:20,0.238,21.1,0.02,0.299,17.4,0.03,0.371,14.8,0.33
2017/04/21 23:30,0.238,21.0,0.01,0.299,17.4,0.03,0.371,14.8,0.33
2017/04/21 23:40,0.238,21.0,0.01,0.299,17.4,0.03,0.371,14.8,0.33
2017/04/21 23:50,0.238,20.9,0.02,0.299,17.4,0.03,0.371,14.8,0.33
2017/04/22 0:00,0.238,20.8,0.02,0.299,17.4,0.03,0.371,14.8,0.33
2017/04/22 0:10,0.238,20.7,0.02,0.299,17.4,0.03,0.371,14.8,0.33
2017/04/22 0:20,0.238,20.6,0.02,0.299,17.4,0.03,0.371,14.8,0.33
2017/04/22 0:30,0.238,20.6,0.02,0.299,17.4,0.03,0.371,14.8,0.33
2017/04/22 0:40,0.238,20.5,0.02,0.299,17.4,0.03,0.371,14.8,0.33
2017/04/22 0:50,0.238,20.4,0.02,0.299,17.4,0.03,0.371,14.8,0.33
2017/04/22 1:00,0.238,20.4,0.01,0.299,17.4,0.03,0.371,14.8,0.33
2017/04/22 1:10,0.238,20.3,0.02,0.299,17.4,0.03,0.371,14.8,0.33
2017/04/22 1:20,0.238,20.2,0.02,0.299,17.4,0.03,0.371,14.8,0.33
2017/04/22 1:30,0.238,20.2,0.01,0.299,17.5,0.03,0.371,14.8,0.33
2017/04/22 1:40,0.238,20.1,0.02,0.299,17.5,0.03,0.371,14.8,0.33
2017/04/22 1:50,0.238,20.0,0.02,0.299,17.4,0.03,0.371,14.8,0.33
2017/04/22 2:00,0.238,19.9,0.01,0.299,17.5,0.03,0.371,14.8,0.33
2017/04/22 2:10,0.238,19.9,0.01,0.299,17.4,0.03,0.371,14.8,0.33
2017/04/22 2:20,0.238,19.8,0.02,0.299,17.5,0.03,0.371,14.8,0.33
2017/04/22 2:30,0.238,19.7,0.01,0.299,17.4,0.03,0.371,14.8,0.33
2017/04/22 2:40,0.238,19.7,0.01,0.299,17.5,0.03,0.371,14.8,0.33
2017/04/22 2:50,0.238,19.6,0.01,0.299,17.5,0.03,0.371,14.8,0.33
2017/04/22 3:00,0.238,19.6,0.01,0.299,17.5,0.03,0.371,14.8,0.33
2017/04/22 3:10,0.238,19.4,0.02,0.299,17.5,0.03,0.371,14.8,0.33
2017/04/22 3:20,0.238,19.4,0.02,0.299,17.5,0.03,0.371,14.8,0.33
2017/04/22 3:30,0.238,19.3,0.01,0.299,17.5,0.03,0.371,14.8,0.33
2017/04/22 3:40,0.238,19.2,0.01,0.299,17.5,0.03,0.371,14.8,0.33
2017/04/22 3:50,0.238,19.2,0.01,0.299,17.5,0.03,0.371,14.8,0.33
2017/04/22 4:00,0.238,19.1,0.02,0.299,17.5,0.03,0.371,14.8,0.33
2017/04/22 4:10,0.238,19.0,0.02,0.299,17.5,0.03,0.371,14.9,0.33
2017/04/22 4:20,0.238,19.0,0.01,0.299,17.5,0.03,0.371,14.8,0.33
2017/04/22 4:30,0.238,18.9,0.01,0.299,17.5,0.03,0.371,14.8,0.33
2017/04/22 4:40,0.238,18.9,0.01,0.299,17.5,0.03,0.371,14.8,0.33
2017/04/22 4:50,0.238,18.8,0.01,0.299,17.5,0.03,0.371,14.9,0.33
2017/04/22 5:00,0.238,18.7,0.01,0.299,17.5,0.03,0.371,14.9,0.33
2017/04/22 5:10,0.238,18.7,0.01,0.299,17.5,0.03,0.371,14.9,0.33
2017/04/22 5:20,0.238,18.6,0.02,0.299,17.5,0.03,0.371,14.9,0.33
2017/04/22 5:30,0.238,18.6,0.01,0.299,17.5,0.03,0.371,14.9,0.33
2017/04/22 5:40,0.238,18.5,0.01,0.299,17.5,0.03,0.371,14.9,0.33
2017/04/22 5:50,0.238,18.5,0.01,0.299,17.5,0.03,0.371,14.9,0.33
2017/04/22 6:00,0.238,18.4,0.01,0.299,17.5,0.03,0.371,14.9,0.33
2017/04/22 6:10,0.238,18.4,0.01,0.299,17.5,0.03,0.371,14.9,0.33
2017/04/22 6:20,0.238,18.3,0.01,0.299,17.5,0.03,0.371,14.9,0.33
2017/04/22 6:30,0.238,18.3,0.01,0.299,17.5,0.03,0.371,14.9,0.33
2017/04/22 6:40,0.238,18.2,0.01,0.299,17.5,0.03,0.371,14.9,0.33
2017/04/22 6:50,0.238,18.2,0.01,0.299,17.5,0.03,0.371,14.9,0.33
2017/04/22 7:00,0.238,18.1,0.01,0.299,17.5,0.03,0.371,14.9,0.33
2017/04/22 7:10,0.238,18.1,0.01,0.299,17.5,0.03,0.371,14.9,0.33
2017/04/22 7:20,0.238,18.0,0.01,0.299,17.5,0.03,0.371,14.9,0.33
2017/04/22 7:30,0.238,18.0,0.02,0.299,17.5,0.03,0.371,14.9,0.33
2017/04/22 7:40,0.238,17.9,0.02,0.299,17.5,0.03,0.371,14.9,0.33
2017/04/22 7:50,0.238,17.9,0.01,0.299,17.5,0.03,0.371,14.9,0.33
2017/04/22 8:00,0.238,17.9,0.01,0.299,17.5,0.03,0.371,14.9,0.33
2017/04/22 8:10,0.238,17.9,0.01,0.299,17.5,0.03,0.371,14.9,0.33
2017/04/22 8:20,0.238,17.8,0.01,0.299,17.5,0.03,0.371,14.9,0.33
2017/04/22 8:30,0.238,17.8,0.02,0.299,17.4,0.03,0.371,14.9,0.33
2017/04/22 8:40,0.238,17.8,0.02,0.299,17.5,0.03,0.371,14.9,0.33
2017/04/22 8:50,0.238,17.8,0.01,0.299,17.5,0.03,0.371,14.9,0.33
2017/04/22 9:00,0.238,17.8,0.02,0.299,17.5,0.03,0.371,14.9,0.33
2017/04/22 9:10,0.239,17.8,0.02,0.299,17.4,0.03,0.371,14.9,0.33
2017/04/22 9:20,0.238,17.8,0.02,0.299,17.4,0.03,0.371,14.9,0.33
2017/04/22 9:30,0.239,17.9,0.01,0.299,17.4,0.03,0.371,14.9,0.33
2017/04/22 9:40,0.238,17.9,0.02,0.299,17.4,0.03,0.371,14.9,0.33
2017/04/22 9:50,0.238,17.9,0.02,0.299,17.4,0.03,0.371,14.9,0.33
2017/04/22 10:00,0.239,17.9,0.02,0.299,17.5,0.03,0.371,14.9,0.33
2017/04/22 10:10,0.238,18.0,0.02,0.299,17.4,0.03,0.371,14.9,0.33
2017/04/22 10:20,0.238,18.1,0.02,0.299,17.4,0.03,0.371,14.9,0.33
2017/04/22 10:30,0.239,18.1,0.02,0.299,17.4,0.03,0.371,14.9,0.33
2017/04/22 10:40,0.238,18.2,0.02,0.299,17.5,0.03,0.371,14.9,0.33
2017/04/22 10:50,0.238,18.3,0.02,0.299,17.4,0.03,0.371,14.9,0.33
2017/04/22 11:00,0.238,18.4,0.01,0.299,17.4,0.03,0.371,14.9,0.33
2017/04/22 11:10,0.238,18.5,0.02,0.299,17.4,0.03,0.371,14.9,0.33
2017/04/22 11:20,0.238,18.6,0.02,0.299,17.4,0.03,0.371,14.9,0.33
2017/04/22 11:30,0.238,18.7,0.02,0.299,17.4,0.03,0.371,14.9,0.33
2017/04/22 11:40,0.238,18.9,0.02,0.299,17.4,0.03,0.371,14.9,0.33
2017/04/22 11:50,0.238,19.1,0.02,0.299,17.4,0.03,0.371,14.9,0.33
2017/04/22 12:00,0.238,19.2,0.02,0.299,17.4,0.03,0.371,14.9,0.33
2017/04/22 12:10,0.238,19.4,0.02,0.299,17.4,0.03,0.371,14.9,0.33
2017/04/22 12:20,0.238,19.6,0.02,0.299,17.4,0.03,0.371,14.9,0.33
2017/04/22 12:30,0.238,19.8,0.02,0.299,17.4,0.03,0.371,14.9,0.33
2017/04/22 12:40,0.238,19.9,0.02,0.299,17.4,0.03,0.371,14.9,0.33
2017/04/22 12:50,0.238,20.1,0.02,0.299,17.3,0.03,0.371,14.9,0.33
2017/04/22 13:00,0.238,20.2,0.02,0.299,17.3,0.03,0.371,14.9,0.33
2017/04/22 13:10,0.238,20.4,0.02,0.299,17.3,0.03,0.371,14.9,0.33
2017/04/22 13:20,0.238,20.5,0.02,0.299,17.3,0.03,0.371,14.9,0.33
2017/04/22 13:30,0.238,20.6,0.02,0.299,17.3,0.03,0.371,14.9,0.33
2017/04/22 13:40,0.238,20.8,0.02,0.299,17.3,0.03,0.371,14.9,0.33
2017/04/22 13:50,0.238,20.9,0.02,0.299,17.3,0.03,0.371,14.9,0.33
2017/04/22 14:00,0.238,21.0,0.02,0.299,17.3,0.03,0.371,14.9,0.33
2017/04/22 14:10,0.238,21.1,0.02,0.299,17.3,0.03,0.371,14.9,0.33
2017/04/22 14:20,0.238,21.2,0.02,0.299,17.3,0.03,0.371,14.9,0.33
2017/04/22 14:30,0.238,21.3,0.02,0.299,17.3,0.03,0.371,14.9,0.33
2017/04/22 14:40,0.238,21.4,0.02,0.299,17.3,0.03,0.371,14.9,0.33
2017/04/22 14:50,0.238,21.5,0.02,0.299,17.3,0.03,0.371,14.9,0.33
2017/04/22 15:00,0.238,21.5,0.02,0.299,17.2,0.03,0.371,14.9,0.33
2017/04/22 15:10,0.238,21.6,0.02,0.299,17.3,0.03,0.371,14.9,0.33
2017/04/22 15:20,0.238,21.6,0.02,0.299,17.3,0.03,0.371,14.9,0.33
2017/04/22 15:30,0.238,21.6,0.02,0.299,17.2,0.03,0.371,14.9,0.33
2017/04/22 15:40,0.238,21.7,0.02,0.299,17.2,0.03,0.371,14.9,0.33
2017/04/22 15:50,0.238,21.7,0.01,0.299,17.2,0.03,0.371,14.9,0.33
2017/04/22 16:00,0.238,21.7,0.02,0.299,17.2,0.03,0.371,14.9,0.33
2017/04/22 16:10,0.238,21.7,0.02,0.299,17.2,0.03,0.371,14.9,0.33
2017/04/22 16:20,0.238,21.7,0.02,0.299,17.2,0.03,0.371,14.9,0.33
2017/04/22 16:30,0.238,21.7,0.02,0.299,17.2,0.03,0.371,14.9,0.33
2017/04/22 16:40,0.238,21.6,0.02,0.299,17.2,0.03,0.371,14.9,0.33
2017/04/22 16:50,0.238,21.6,0.02,0.299,17.2,0.03,0.371,14.9,0.33
2017/04/22 17:00,0.238,21.6,0.02,0.299,17.2,0.03,0.371,14.9,0.33
2017/04/22 17:10,0.237,21.6,0.02,0.299,17.2,0.03,0.371,14.9,0.33
2017/04/22 17:20,0.237,21.5,0.02,0.299,17.2,0.03,0.371,14.9,0.33
2017/04/22 17:30,0.237,21.5,0.02,0.299,17.2,0.03,0.371,14.9,0.33
2017/04/22 17:40,0.237,21.4,0.02,0.299,17.2,0.03,0.371,14.9,0.33
2017/04/22 17:50,0.237,21.4,0.02,0.299,17.2,0.03,0.371,14.9,0.33
2017/04/22 18:00,0.237,21.4,0.02,0.299,17.2,0.03,0.371,14.9,0.33
2017/04/22 18:10,0.237,21.3,0.02,0.299,17.2,0.03,0.371,14.9,0.33
2017/04/22 18:20,0.237,21.2,0.02,0.299,17.2,0.03,0.371,14.9,0.33
2017/04/22 18:30,0.237,21.2,0.01,0.299,17.2,0.03,0.371,14.9,0.33
2017/04/22 18:40,0.237,21.1,0.02,0.299,17.2,0.03,0.371,14.9,0.33
2017/04/22 18:50,0.237,21.1,0.01,0.299,17.2,0.03,0.371,14.9,0.33
2017/04/22 19:00,0.237,21.0,0.01,0.299,17.2,0.03,0.371,14.9,0.33
2017/04/22 19:10,0.237,21.0,0.02,0.299,17.2,0.03,0.371,15.0,0.33
2017/04/22 19:20,0.237,20.9,0.01,0.299,17.2,0.03,0.371,14.9,0.33
2017/04/22 19:30,0.237,20.8,0.02,0.299,17.2,0.03,0.371,14.9,0.33
2017/04/22 19:40,0.237,20.8,0.02,0.299,17.2,0.03,0.371,14.9,0.33
2017/04/22 19:50,0.237,20.7,0.02,0.299,17.2,0.03,0.371,14.9,0.33
2017/04/22 20:00,0.237,20.7,0.02,0.299,17.2,0.03,0.371,14.9,0.33
2017/04/22 20:10,0.237,20.6,0.02,0.299,17.2,0.03,0.371,14.9,0.33
2017/04/22 20:20,0.237,20.6,0.02,0.299,17.2,0.03,0.371,14.9,0.33
2017/04/22 20:30,0.237,20.5,0.01,0.299,17.2,0.03,0.371,14.9,0.33
2017/04/22 20:40,0.237,20.4,0.01,0.299,17.2,0.03,0.371,15.0,0.33
2017/04/22 20:50,0.237,20.4,0.01,0.299,17.2,0.03,0.371,14.9,0.33
2017/04/22 21:00,0.237,20.3,0.02,0.299,17.2,0.03,0.371,14.9,0.33
2017/04/22 21:10,0.237,20.2,0.02,0.299,17.2,0.03,0.371,14.9,0.33
2017/04/22 21:20,0.237,20.2,0.01,0.299,17.2,0.03,0.371,15.0,0.33
2017/04/22 21:30,0.237,20.1,0.01,0.299,17.2,0.03,0.371,15.0,0.33
2017/04/22 21:40,0.237,20.1,0.01,0.299,17.2,0.03,0.371,15.0,0.33
2017/04/22 21:50,0.237,20.0,0.02,0.299,17.2,0.03,0.371,15.0,0.33
2017/04/22 22:00,0.237,19.9,0.02,0.299,17.2,0.03,0.371,15.0,0.33
2017/04/22 22:10,0.237,19.9,0.02,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/22 22:20,0.237,19.8,0.01,0.299,17.2,0.03,0.371,14.9,0.33
2017/04/22 22:30,0.237,19.8,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/22 22:40,0.237,19.7,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/22 22:50,0.237,19.6,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/22 23:00,0.237,19.6,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/22 23:10,0.237,19.5,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/22 23:20,0.237,19.4,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/22 23:30,0.237,19.4,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/22 23:40,0.237,19.3,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/22 23:50,0.237,19.2,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 0:00,0.237,19.2,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 0:10,0.237,19.1,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 0:20,0.237,19.0,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 0:30,0.237,19.0,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 0:40,0.237,18.9,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 0:50,0.237,18.9,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 1:00,0.237,18.8,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 1:10,0.237,18.7,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 1:20,0.237,18.7,0.02,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 1:30,0.237,18.6,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 1:40,0.237,18.6,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 1:50,0.237,18.5,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 2:00,0.237,18.5,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 2:10,0.237,18.4,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 2:20,0.237,18.3,0.02,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 2:30,0.237,18.3,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 2:40,0.237,18.2,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 2:50,0.237,18.2,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 3:00,0.237,18.1,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 3:10,0.237,18.1,0.02,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 3:20,0.237,18.0,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 3:30,0.237,18.0,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 3:40,0.237,17.9,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 3:50,0.238,17.9,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 4:00,0.238,17.8,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 4:10,0.238,17.8,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 4:20,0.238,17.7,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 4:30,0.238,17.7,0.02,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 4:40,0.238,17.6,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 4:50,0.238,17.6,0.02,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 5:00,0.238,17.5,0.02,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 5:10,0.238,17.5,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 5:20,0.238,17.4,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 5:30,0.238,17.4,0.02,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 5:40,0.238,17.3,0.01,0.299,17.2,0.03,0.371,15.0,0.33
2017/04/23 5:50,0.238,17.3,0.01,0.299,17.2,0.03,0.371,15.0,0.33
2017/04/23 6:00,0.238,17.3,0.01,0.299,17.2,0.03,0.371,15.0,0.33
2017/04/23 6:10,0.238,17.2,0.02,0.299,17.2,0.03,0.371,15.0,0.33
2017/04/23 6:20,0.238,17.1,0.01,0.299,17.2,0.03,0.371,15.0,0.33
2017/04/23 6:30,0.238,17.1,0.01,0.299,17.2,0.03,0.371,15.0,0.33
2017/04/23 6:40,0.238,17.0,0.01,0.299,17.2,0.03,0.371,15.0,0.33
2017/04/23 6:50,0.239,17.0,0.01,0.299,17.2,0.03,0.371,15.0,0.33
2017/04/23 7:00,0.239,16.9,0.02,0.299,17.2,0.03,0.371,15.0,0.33
2017/04/23 7:10,0.239,16.9,0.02,0.299,17.2,0.03,0.371,15.0,0.33
2017/04/23 7:20,0.239,16.9,0.01,0.299,17.2,0.03,0.371,15.0,0.33
2017/04/23 7:30,0.239,16.8,0.01,0.299,17.2,0.03,0.371,15.0,0.33
2017/04/23 7:40,0.239,16.8,0.01,0.299,17.2,0.03,0.371,15.0,0.33
2017/04/23 7:50,0.239,16.8,0.01,0.299,17.2,0.03,0.371,15.0,0.33
2017/04/23 8:00,0.239,16.7,0.01,0.299,17.3,0.03,0.371,15.0,0.33
2017/04/23 8:10,0.239,16.7,0.01,0.299,17.2,0.03,0.371,15.0,0.33
2017/04/23 8:20,0.239,16.7,0.02,0.299,17.2,0.03,0.371,15.0,0.33
2017/04/23 8:30,0.239,16.7,0.02,0.299,17.2,0.03,0.371,15.0,0.33
2017/04/23 8:40,0.239,16.8,0.01,0.299,17.2,0.03,0.371,15.0,0.33
2017/04/23 8:50,0.239,16.8,0.01,0.299,17.2,0.03,0.371,15.0,0.33
2017/04/23 9:00,0.239,16.9,0.01,0.299,17.2,0.03,0.371,15.0,0.33
2017/04/23 9:10,0.239,16.9,0.01,0.299,17.2,0.03,0.371,15.0,0.33
2017/04/23 9:20,0.239,17.0,0.02,0.299,17.2,0.03,0.371,15.0,0.33
2017/04/23 9:30,0.240,17.0,0.02,0.299,17.1,0.03,0.371,15.0,0.33
2017/04/23 9:40,0.240,17.1,0.02,0.299,17.1,0.03,0.371,15.0,0.33
2017/04/23 9:50,0.239,17.2,0.02,0.299,17.1,0.03,0.371,15.0,0.33
2017/04/23 10:00,0.240,17.3,0.02,0.299,17.1,0.03,0.371,15.0,0.33
2017/04/23 10:10,0.240,17.5,0.02,0.299,17.1,0.03,0.371,15.0,0.33
2017/04/23 10:20,0.240,17.6,0.02,0.299,17.1,0.03,0.371,15.0,0.33
2017/04/23 10:30,0.240,17.7,0.02,0.299,17.1,0.03,0.371,15.0,0.33
2017/04/23 10:40,0.240,17.9,0.02,0.299,17.1,0.03,0.371,15.0,0.33
2017/04/23 10:50,0.240,18.1,0.02,0.299,17.1,0.03,0.371,15.0,0.33
2017/04/23 11:00,0.240,18.2,0.02,0.299,17.1,0.03,0.371,15.0,0.33
2017/04/23 11:10,0.240,18.4,0.02,0.299,17.1,0.03,0.371,15.0,0.33
2017/04/23 11:20,0.240,18.6,0.02,0.299,17.0,0.03,0.371,15.0,0.33
2017/04/23 11:30,0.240,18.7,0.02,0.299,17.0,0.03,0.371,15.0,0.33
2017/04/23 11:40,0.240,19.0,0.02,0.299,17.0,0.03,0.371,15.1,0.33
2017/04/23 11:50,0.240,19.1,0.02,0.299,17.0,0.03,0.371,15.0,0.33
2017/04/23 12:00,0.240,19.3,0.02,0.299,17.0,0.03,0.371,15.0,0.33
2017/04/23 12:10,0.240,19.5,0.02,0.299,17.0,0.03,0.371,15.0,0.33
2017/04/23 12:20,0.240,19.7,0.02,0.299,17.0,0.03,0.371,15.0,0.33
2017/04/23 12:30,0.240,19.9,0.02,0.299,17.0,0.03,0.371,15.0,0.33
2017/04/23 12:40,0.240,20.1,0.02,0.299,17.0,0.03,0.371,15.0,0.33
2017/04/23 12:50,0.240,20.3,0.02,0.299,17.0,0.03,0.371,15.1,0.33
2017/04/23 13:00,0.240,20.5,0.02,0.299,17.0,0.03,0.371,15.0,0.33
2017/04/23 13:10,0.240,20.6,0.02,0.299,17.0,0.03,0.371,15.0,0.33
2017/04/23 13:20,0.240,20.9,0.02,0.299,17.0,0.03,0.371,15.0,0.33
2017/04/23 13:30,0.240,21.1,0.02,0.299,17.0,0.03,0.371,15.0,0.33
2017/04/23 13:40,0.240,21.2,0.02,0.299,17.0,0.03,0.371,15.1,0.33
2017/04/23 13:50,0.240,21.5,0.02,0.299,16.9,0.03,0.371,15.0,0.33
2017/04/23 14:00,0.240,21.7,0.02,0.299,16.9,0.03,0.371,15.1,0.33
2017/04/23 14:10,0.240,21.9,0.02,0.299,16.9,0.03,0.371,15.1,0.33
2017/04/23 14:20,0.240,22.1,0.02,0.299,16.9,0.03,0.371,15.0,0.33
2017/04/23 14:30,0.240,22.3,0.02,0.299,16.9,0.03,0.371,15.1,0.33
2017/04/23 14:40,0.240,22.5,0.02,0.299,16.9,0.03,0.371,15.0,0.33
2017/04/23 14:50,0.240,22.7,0.02,0.299,16.9,0.03,0.371,15.0,0.33
2017/04/23 15:00,0.240,22.8,0.02,0.299,16.9,0.03,0.371,15.1,0.33
2017/04/23 15:10,0.240,23.0,0.02,0.299,16.9,0.03,0.371,15.1,0.33
2017/04/23 15:20,0.240,23.2,0.02,0.299,16.9,0.03,0.371,15.1,0.33
2017/04/23 15:30,0.240,23.4,0.02,0.299,16.9,0.03,0.371,15.1,0.33
2017/04/23 15:40,0.240,23.6,0.02,0.299,16.9,0.03,0.371,15.1,0.33
2017/04/23 15:50,0.240,23.7,0.02,0.299,16.9,0.03,0.371,15.1,0.33
2017/04/23 16:00,0.240,23.9,0.02,0.299,16.9,0.03,0.371,15.0,0.33
2017/04/23 16:10,0.240,24.0,0.02,0.299,16.9,0.03,0.371,15.1,0.33
2017/04/23 16:20,0.240,24.1,0.02,0.299,16.9,0.03,0.371,15.1,0.33
2017/04/23 16:30,0.240,24.3,0.02,0.299,16.9,0.03,0.371,15.1,0.33
2017/04/23 16:40,0.240,24.4,0.02,0.299,16.9,0.03,0.371,15.1,0.33
2017/04/23 16:50,0.240,24.5,0.02,0.299,16.9,0.03,0.371,15.0,0.33
2017/04/23 17:00,0.240,24.5,0.02,0.299,16.9,0.03,0.371,15.1,0.33
2017/04/23 17:10,0.240,24.6,0.02,0.299,16.9,0.03,0.371,15.1,0.33
2017/04/23 17:20,0.240,24.7,0.02,0.299,16.9,0.03,0.371,15.1,0.33
